last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest
3660000.0,39.0,1,2.5,16.0,17.0,6,0.0,0.0,0.0,10.0,2.0,49820.0,15525.0
5150000.0,44.3,1,2.8,4.0,23.4,2,0.0,0.0,0.0,18.0,0.0,22433.0,1257.0
9000000.0,69.1,2,2.8,17.0,36.0,2,0.0,0.0,0.0,13.0,2.0,10796.0,14361.0
3290000.0,30.0,1,2.6,9.0,15.0,1,0.0,0.0,0.0,7.0,0.0,10482.0,13051.0
4800000.0,40.7,1,2.9,5.0,13.1,1,0.0,0.0,0.0,17.0,0.0,25116.0,5684.0
6400000.0,67.2,3,2.75,10.0,42.5,10,0.0,0.0,0.0,8.2,0.0,9655.0,13255.0
8500000.0,75.9,3,2.5,9.0,44.1,8,0.0,0.0,0.0,8.9,1.0,9774.0,10315.0
3300000.0,29.8,1,2.5,9.0,23.0,2,0.0,0.0,0.0,6.0,0.0,35963.0,10391.0
3000000.0,30.3,1,2.58,5.0,16.0,5,0.0,0.0,0.0,6.6,0.0,21490.0,14219.0
5200000.0,70.0,2,3.0,4.0,43.1,4,0.0,0.0,0.0,7.5,1.0,27927.0,9815.0
3990000.0,46.9,2,2.6,5.0,30.8,2,0.0,0.0,0.0,6.0,0.0,14435.0,16984.0
4500000.0,42.2,2,2.5,7.0,27.0,5,0.0,0.0,0.0,6.0,0.0,43061.0,15565.0
2998000.0,40.0,1,2.8,20.0,18.5,18,0.0,0.0,0.0,13.0,0.0,38171.0,15015.0
10100000.0,70.0,3,3.1,5.0,41.0,1,0.0,0.0,0.0,8.9,0.0,21796.0,3324.0
7870000.0,70.0,2,2.7,12.0,37.0,11,0.0,0.0,0.0,15.6,2.0,50926.0,15676.0
4100000.0,46.0,2,2.54,5.0,27.0,1,0.0,0.0,0.0,6.0,0.0,14967.0,7848.0
8450000.0,87.3,4,2.9,4.0,57.3,2,0.0,0.0,0.0,12.6,0.0,20141.0,4415.0
5500000.0,54.0,2,2.56,10.0,17.5115,8,0.0,0.0,0.0,8.3,0.0,37273.0,12482.0
8200000.0,71.6,3,2.5,12.0,43.3,11,0.0,0.0,0.0,8.7,0.0,30922.0,8294.0
4200000.0,44.1,2,2.5,5.0,28.8,5,0.0,0.0,0.0,6.0,0.0,38999.0,8288.0
5200000.0,46.3,1,2.7,10.0,24.0,5,0.0,0.0,0.0,11.0,2.0,16257.0,15144.0
24500000.0,121.3,4,2.75,17.0,75.0,2,0.0,0.0,0.0,14.0,0.0,10195.0,11065.0
5500000.0,50.0,2,2.75,5.0,32.0,3,0.0,0.0,0.0,6.0,0.0,23205.0,4840.0
11564288.0,113.5,4,2.7,11.0,72.1,2,0.0,0.0,0.0,12.0,0.0,23808.0,5332.0
3100000.0,28.9,1,3.5,5.0,13.0,1,0.0,0.0,0.0,13.0,0.0,21135.0,11413.0
4750000.0,57.0,2,2.5,9.0,29.8,7,0.0,0.0,0.0,8.5,0.0,46227.0,14844.0
7900000.0,69.0,2,2.5,13.0,37.8,3,0.0,0.0,0.0,13.3,0.0,37347.0,9820.0
4500000.0,56.6,3,2.52,5.0,42.0,5,0.0,0.0,0.0,5.2,1.0,29953.0,8801.0
12849209.0,113.5,4,2.7,11.0,72.1,2,0.0,0.0,0.0,12.0,0.0,24151.0,5777.0
4200000.0,71.2,2,3.2,3.0,47.1,1,0.0,0.0,0.0,8.9,0.0,21394.0,16396.0
4500000.0,32.5,1,2.5,22.0,15.6,8,0.0,0.0,0.0,8.8,0.0,26078.0,10251.0
3550000.0,33.0,1,2.55,18.0,18.0,9,0.0,0.0,0.0,9.0,2.0,14861.0,12449.0
8250000.0,86.0,3,3.0,5.0,58.1,3,0.0,0.0,0.0,9.0,0.0,20487.0,15289.0
5700000.0,74.3,3,2.45,6.0,46.2,4,0.0,0.0,0.0,7.03,0.0,43318.0,8129.0
2750000.0,31.0,1,2.55,5.0,18.0,4,0.0,0.0,0.0,6.4,0.0,32327.0,8360.0
5190000.0,48.2,1,2.75,15.0,20.0,6,0.0,0.0,0.0,13.3,2.0,30088.0,10952.0
5200000.0,54.2,2,2.7,9.0,31.1,4,0.0,0.0,0.0,8.8,0.0,25151.0,15984.0
3400000.0,42.2,2,2.5,5.0,28.3,5,0.0,0.0,0.0,5.1,0.0,20864.0,16595.0
4094000.0,41.8,1,2.78,25.0,18.1,7,0.0,0.0,0.0,11.1,2.0,33793.0,13662.0
3850000.0,46.0,2,2.7,5.0,32.0,4,0.0,0.0,0.0,6.0,0.0,13445.0,11474.0
9400000.0,85.5,3,2.85,5.0,62.0,5,0.0,0.0,0.0,10.0,1.0,22626.0,2485.0
5500000.0,68.3,3,2.8,5.0,54.9,2,0.0,0.0,0.0,7.0,1.0,16869.0,5744.0
3550000.0,31.0,1,2.5,9.0,16.0,8,0.0,0.0,0.0,8.0,0.0,35853.0,10522.0
3990000.0,35.1,1,2.7,9.0,18.3,4,0.0,0.0,0.0,7.0,0.0,13608.0,16199.0
4650000.0,40.0,1,2.6,16.0,20.0,7,0.0,0.0,0.0,10.8,2.0,14806.0,16850.0
12980000.0,121.1,3,3.5,5.0,77.2,4,0.0,0.0,0.0,16.3,0.0,24616.0,5914.0
3750000.0,45.0,2,2.5,5.0,28.0,4,0.0,0.0,0.0,6.5,1.0,17517.0,15904.0
9700000.0,72.0,3,2.6,9.0,44.7,3,0.0,0.0,0.0,9.4,1.0,25103.0,15936.0
3700000.0,47.3,2,2.6,9.0,27.0,1,0.0,0.0,0.0,9.5,2.0,28011.0,12534.0
16436127.0,123.0,3,3.0,5.0,66.0,5,0.0,0.0,0.0,17.6,0.0,17720.0,16722.0
3400000.0,32.0,1,2.5,5.0,18.0,2,0.0,0.0,0.0,7.0,1.0,36541.0,10831.0
9870000.0,55.8,3,2.8,5.0,34.0,1,0.0,0.0,0.0,9.0,0.0,32859.0,5951.0
4670000.0,35.8,1,2.7,16.0,14.3,3,0.0,0.0,0.0,9.8,2.0,26538.0,13343.0
5250000.0,67.8,3,2.7,16.0,41.6,12,0.0,0.0,0.0,8.2,1.0,16798.0,14760.0
9000000.0,68.1,3,2.5,10.0,45.1,3,0.0,0.0,0.0,8.2,0.0,51152.0,14152.0
7952112.0,68.6,2,2.7,10.0,35.8,4,0.0,0.0,0.0,10.7,0.0,23639.0,5164.0
15000000.0,91.0,3,3.3,4.0,43.0,4,0.0,0.0,0.0,26.0,0.0,24015.0,3847.0
8600000.0,85.0,3,2.65,25.0,50.0,20,0.0,0.0,0.0,11.0,1.0,39180.0,16002.0
4990000.0,54.9,2,2.65,12.0,32.5,12,0.0,0.0,0.0,10.1,2.0,21028.0,22740.0
11968000.0,96.38,2,2.7,12.0,44.99,12,0.0,0.0,0.0,19.51,0.0,7399.0,13615.0
4600000.0,45.0,2,2.6,14.0,24.7,10,0.0,0.0,0.0,7.4,0.0,36909.0,10659.0
3200000.0,32.0,1,2.8,12.0,17.0,2,0.0,0.0,0.0,6.0,0.0,13482.0,14561.0
3800000.0,35.0,1,2.5,6.0,17.5,1,0.0,0.0,0.0,6.5,0.0,11633.0,8850.0
5200000.0,64.0,3,2.6,12.0,42.3,6,0.0,0.0,0.0,7.0,0.0,31520.0,12113.0
3850000.0,40.0,1,2.65,12.0,20.0,6,0.0,0.0,0.0,10.1,0.0,34298.0,14600.0
4100000.0,51.0,2,2.55,9.0,30.8,9,0.0,0.0,0.0,9.3,0.0,14831.0,13307.0
7700000.0,58.5,2,3.23,6.0,34.2,5,0.0,0.0,0.0,7.9,0.0,21869.0,4087.0
5950000.0,59.0,2,2.5,18.0,53.0,9,0.0,0.0,0.0,8.6,1.0,23278.0,7223.0
5890000.0,51.9,1,2.7,25.0,17.8,25,0.0,0.0,0.0,11.0,2.0,13305.0,15896.0
6900000.0,88.0,3,2.7,10.0,56.0,8,0.0,0.0,0.0,12.0,0.0,33517.0,13819.0
4150000.0,34.2,1,2.6,12.0,17.6,5,0.0,0.0,0.0,8.7,2.0,35869.0,16170.0
3700000.0,45.3,2,2.5,5.0,31.0,2,0.0,0.0,0.0,6.3,1.0,42320.0,14824.0
5100000.0,64.4,3,2.57,14.0,41.4,5,0.0,0.0,0.0,7.4,0.0,32322.0,12831.0
6400000.0,52.2,2,3.0,5.0,32.8,4,0.0,0.0,0.0,7.9,0.0,31633.0,4725.0
5500000.0,43.2,1,3.0,19.0,30.6,15,0.0,0.0,0.0,10.5,2.0,51340.0,15363.0
4100000.0,32.0,1,2.5,9.0,16.0,4,0.0,0.0,0.0,9.0,0.0,46911.0,16431.0
4590000.0,56.1,3,2.5,5.0,42.0,1,0.0,0.0,0.0,5.0,0.0,7637.0,17813.0
8200000.0,47.1,1,3.0,8.0,19.0,8,0.0,0.0,0.0,11.9,0.0,39393.0,11096.0
5467950.0,62.85,2,2.7,25.0,33.87,17,0.0,0.0,0.0,11.59,2.0,15360.0,13094.0
3250000.0,31.0,1,2.6,5.0,19.0,2,0.0,0.0,0.0,5.0,0.0,21225.0,14930.0
3900000.0,30.0,1,2.7,14.0,16.0,1,0.0,0.0,0.0,8.5,0.0,32968.0,14132.0
4200000.0,42.0,1,2.75,16.0,17.0,14,0.0,0.0,0.0,11.0,2.0,18357.0,21796.0
4550000.0,50.3,2,2.55,9.0,28.3,5,0.0,0.0,0.0,7.0,0.0,29338.0,11270.0
5400000.0,45.0,1,2.75,23.0,21.6,6,0.0,0.0,0.0,10.0,0.0,36724.0,9781.0
5400000.0,60.0,3,2.5,9.0,35.0,5,0.0,0.0,0.0,6.0,2.0,31167.0,12455.0
6500000.0,70.0,3,2.7,16.0,45.0,5,0.0,0.0,0.0,8.0,2.0,14809.0,13606.0
5000000.0,47.4,2,2.7,12.0,26.1,3,0.0,0.0,0.0,9.8,0.0,50051.0,15114.0
12000000.0,106.0,6,2.8,3.0,70.0,1,0.0,0.0,0.0,15.0,0.0,20290.0,4733.0
6600000.0,48.0,1,3.0,9.0,19.0,4,0.0,0.0,0.0,15.0,0.0,23808.0,5332.0
4380000.0,59.6,4,2.5,5.0,43.7,5,0.0,0.0,0.0,7.2,0.0,13153.0,9435.0
4890000.0,58.3,3,2.53,5.0,44.0,2,0.0,0.0,0.0,6.0,0.0,17964.0,12739.0
5680000.0,41.7,1,2.75,25.0,19.3,12,0.0,0.0,0.0,11.5,0.0,34816.0,15893.0
6100000.0,72.0,3,2.65,12.0,44.4,9,0.0,0.0,0.0,8.1,0.0,33080.0,11357.0
8490000.0,121.2,4,3.0,6.0,72.5,2,0.0,0.0,0.0,15.4,0.0,30987.0,4172.0
5200000.0,54.4,2,2.75,9.0,29.7,2,0.0,0.0,0.0,8.8,2.0,13413.0,12209.0
3780000.0,37.0,1,2.6,15.0,18.0,3,0.0,0.0,0.0,8.5,2.0,13783.0,12580.0
6000000.0,45.9,1,3.75,6.0,24.4,4,0.0,0.0,0.0,10.1,0.0,26356.0,5058.0
33800000.0,147.0,4,3.0,8.0,88.2,2,0.0,0.0,0.0,13.8,0.0,24463.0,5480.0
2695000.0,30.0,1,2.5,5.0,16.0,3,0.0,0.0,0.0,7.0,0.0,21973.0,14703.0
4250000.0,49.3,3,2.53,5.0,34.8,1,0.0,0.0,0.0,7.1,0.0,35284.0,10428.0
3800000.0,35.76,1,2.65,24.0,14.1,11,0.0,0.0,0.0,11.6,2.0,33416.0,14557.0
6000000.0,73.5,4,2.8,10.0,51.0,2,0.0,0.0,0.0,6.2,1.0,36209.0,13123.0
5700000.0,86.0,3,2.75,19.0,52.0,10,0.0,0.0,0.0,12.0,1.0,34279.0,15447.0
5500000.0,42.0,1,2.8,25.0,19.0,18,0.0,0.0,0.0,9.0,2.0,46061.0,18785.0
8750000.0,49.0,1,3.0,7.0,17.0,3,0.0,0.0,0.0,12.0,1.0,32121.0,5080.0
3490000.0,33.5,1,2.57,10.0,13.0,9,0.0,0.0,0.0,8.8,0.0,30276.0,11146.0
4690000.0,58.3,3,2.5,9.0,39.5,2,0.0,0.0,0.0,6.4,5.0,49847.0,15702.0
14500000.0,73.45,2,3.2,9.0,43.89,3,0.0,0.0,0.0,14.6,2.0,32551.0,4599.0
5850000.0,60.7,3,2.5,14.0,39.3,13,0.0,0.0,0.0,7.8,4.0,41111.0,11243.0
4650000.0,43.0,1,2.5,10.0,17.3,9,0.0,0.0,0.0,10.8,2.0,13189.0,12525.0
6600000.0,74.3,4,2.6,9.0,52.3,3,0.0,0.0,0.0,6.3,0.0,29555.0,13297.0
5984000.0,66.0,3,2.65,9.0,42.0,8,0.0,0.0,0.0,8.0,2.0,32742.0,13222.0
7900000.0,53.0,2,3.0,6.0,30.4,1,0.0,0.0,0.0,7.6,0.0,24879.0,6177.0
5450000.0,52.0,2,2.65,12.0,31.0,5,0.0,0.0,0.0,7.3,0.0,28813.0,6185.0
3190000.0,44.0,1,2.7,16.0,20.0,4,0.0,0.0,0.0,14.0,1.0,18357.0,21796.0
10500000.0,86.0,3,2.5,14.0,49.0,8,0.0,0.0,0.0,14.0,0.0,10590.0,13966.0
9600000.0,74.7,3,2.75,19.0,41.9,17,0.0,0.0,0.0,13.0,0.0,37948.0,14769.0
10600000.0,85.0,4,3.4,5.0,57.2,4,0.0,0.0,0.0,12.6,0.0,21849.0,1325.0
7400000.0,70.7,3,2.65,12.0,45.1,12,0.0,0.0,0.0,8.2,5.0,27762.0,12285.0
5500000.0,40.2,1,3.0,14.0,20.0,11,0.0,0.0,0.0,10.0,0.0,44132.0,10914.0
5000000.0,56.0,2,2.55,9.0,30.2,6,0.0,0.0,0.0,8.2,0.0,13430.0,14405.0
3550000.0,34.0,1,2.6,9.0,17.6,7,0.0,0.0,0.0,8.0,1.0,47677.0,16136.0
4100000.0,31.7,1,2.65,5.0,18.0,4,0.0,0.0,0.0,6.0,1.0,10452.0,9802.0
6700000.0,83.0,3,3.4,5.0,58.0,3,0.0,0.0,0.0,8.4,0.0,24522.0,5089.0
6700000.0,81.0,3,2.6,5.0,50.0,5,0.0,0.0,0.0,11.0,0.0,47362.0,25925.0
6600000.0,71.0,3,2.6,16.0,47.0,13,0.0,0.0,0.0,8.0,2.0,26706.0,10879.0
6500000.0,43.8,1,2.8,16.0,21.1,15,0.0,0.0,0.0,12.1,2.0,10069.0,13445.0
3900000.0,34.2,1,3.0,5.0,17.0,3,0.0,0.0,0.0,6.7,1.0,29826.0,8532.0
5000000.0,56.8,3,2.6,9.0,40.6,9,0.0,0.0,0.0,6.0,5.0,32457.0,11593.0
8000000.0,59.0,1,2.74,21.0,20.0,18,0.0,0.0,0.0,17.4,2.0,27543.0,9432.0
6900000.0,67.8,3,2.8,14.0,42.0,3,0.0,0.0,0.0,10.5,1.0,35451.0,15753.0
5766000.0,62.0,2,3.75,25.0,28.0,2,0.0,0.0,0.0,15.0,0.0,51443.0,13370.0
3250000.0,32.0,1,2.5,5.0,17.6,3,0.0,0.0,0.0,5.5,0.0,35904.0,9872.0
4190000.0,49.0,4,2.6,5.0,37.1,2,0.0,0.0,0.0,5.3,0.0,21854.0,14516.0
7500000.0,63.0,2,2.8,15.0,31.0,8,0.0,0.0,0.0,13.0,0.0,34530.0,14398.0
4200000.0,42.0,2,2.5,5.0,28.0,2,0.0,0.0,0.0,6.5,0.0,21225.0,14930.0
3700000.0,32.0,1,2.65,12.0,15.0,7,0.0,0.0,0.0,7.5,0.0,9569.0,11687.0
4020000.0,48.0,2,2.5,9.0,30.4,2,0.0,0.0,0.0,8.4,1.0,17240.0,17148.0
3900000.0,50.0,3,2.6,5.0,35.0,4,0.0,0.0,0.0,7.4,1.0,25805.0,13612.0
8700000.0,102.0,4,3.0,4.0,63.0,2,0.0,0.0,0.0,11.0,0.0,22005.0,1542.0
4600000.0,62.1,2,2.55,10.0,30.0,9,0.0,0.0,0.0,12.8,2.0,18414.0,21839.0
5100000.0,63.0,3,2.8,4.0,43.5,4,0.0,0.0,0.0,8.0,0.0,22834.0,2947.0
6200000.0,56.6,2,2.5,16.0,31.0,11,0.0,0.0,0.0,7.5,0.0,14755.0,13551.0
3190000.0,33.5,1,2.5,9.0,19.0,4,0.0,0.0,0.0,7.0,0.0,31476.0,12635.0
8000000.0,59.0,2,3.35,6.0,37.8,3,0.0,0.0,0.0,8.3,0.0,31447.0,5130.0
3600000.0,44.0,2,2.53,3.0,27.0,2,0.0,0.0,0.0,6.0,1.0,35915.0,15306.0
17850000.0,171.0,3,2.55,11.0,80.0,10,0.0,0.0,0.0,45.0,0.0,31118.0,7257.0
9100000.0,64.7,2,2.8,14.0,35.7,2,0.0,0.0,0.0,11.0,0.0,11942.0,8774.0
6050000.0,54.5,2,2.85,24.0,30.3,2,0.0,0.0,0.0,12.2,0.0,33620.0,14784.0
21500000.0,140.0,4,3.0,4.0,70.0,3,0.0,0.0,0.0,58.0,0.0,38332.0,13229.0
6300000.0,59.0,2,2.7,17.0,29.3,2,0.0,0.0,0.0,12.4,2.0,35714.0,12628.0
5800000.0,40.5,1,2.8,16.0,16.4,8,0.0,0.0,0.0,11.7,0.0,29167.0,8106.0
4850000.0,44.0,1,2.75,21.0,17.0,11,0.0,0.0,0.0,12.0,0.0,35662.0,16699.0
8750000.0,83.1,3,2.5,9.0,53.5,2,0.0,0.0,0.0,9.0,2.0,40368.0,12071.0
5000000.0,41.0,1,2.7,16.0,17.0,4,0.0,0.0,0.0,10.5,2.0,14112.0,14857.0
6395000.0,75.0,3,2.7,12.0,44.3,4,0.0,0.0,0.0,8.2,0.0,50303.0,15631.0
3000000.0,29.3,1,2.6,5.0,14.5,3,0.0,0.0,0.0,7.2,0.0,41005.0,13508.0
4900000.0,37.0,1,2.65,17.0,15.4,7,0.0,0.0,0.0,10.1,0.0,35452.0,15458.0
5100000.0,63.0,2,2.7,12.0,33.0,2,0.0,0.0,0.0,14.0,0.0,16087.0,14883.0
14200000.0,121.0,3,2.75,16.0,76.0,8,0.0,0.0,0.0,12.0,0.0,38900.0,12843.0
11199000.0,91.8,2,3.5,5.0,36.6,3,0.0,0.0,0.0,17.2,0.0,24564.0,4782.0
